Batch_ID,Brew_Date,Beer_Style,SKU,Location,Fermentation_Time,Temperature,pH_Level,Gravity,Alcohol_Content,Bitterness,Color,Ingredient_Ratio,Volume_Produced,Total_Sales,Quality_Score,Brewhouse_Efficiency,Loss_During_Brewing,Loss_During_Fermentation,Loss_During_Bottling_Kegging
9783891,2021-12-09 15:29:56,Ale,Bottles,Malleswaram,16,20.389241817045253,4.662876469470966,1.0569527023006005,5.5592733176109945,29,9,1:0.49:0.24,4764,3009.053950037239,8.096137795969714,85.096468087385,2.829930762995023,1.4164860906029726,1.511108426718951
4308101,2021-12-09 15:51:55,Pilsner,Cans,Yelahanka,17,24.667551442637354,5.047553514464246,1.042054881951423,5.930469494350892,32,9,1:0.27:0.25,4821,15888.297230494021,6.615267634031994,77.74923601952658,1.4038232859714674,3.224255066616081,1.0202296839018041
8707133,2021-12-10 00:53:12,IPA,Kegs,Rajajinagar,14,18.36261490785548,4.638670334942479,1.0556077993982964,4.769307522266249,28,17,1:0.35:0.20,1939,10741.929370374262,7.044170280764008,88.08678864199103,2.2282239790598033,3.030474233565553,3.9177604023100225
4549130,2021-12-10 01:55:16,Wheat Beer,Bottles,Whitefield,15,20.878406851758236,5.001098327743311,1.0537780371909211,5.9865546029052075,35,11,1:0.50:0.24,3767,6199.18055765253,9.935046024117417,84.73464411934266,2.8290995204386187,3.0061545139822266,2.164807022081992
7992504,2021-12-10 04:19:58,Pilsner,Bottles,Jayanagar,15,24.264742065031598,4.936696988326587,1.034611865912223,5.889192092341276,21,9,1:0.47:0.24,1508,11175.117395583824,7.063239806152836,79.91451116549563,2.5042920404139606,4.555565841272037,2.3603827267981563
7169140,2021-12-10 04:51:38,IPA,Bottles,Koramangala,11,19.402464754244523,4.646202692086113,1.0336697898488192,5.841500102965236,24,8,1:0.39:0.13,3776,9323.43339988709,6.625649666995592,84.6507126033631,4.783254109709116,2.1465833450969747,2.766697564138193
2945975,2021-12-10 08:08:27,Ale,Bottles,Yelahanka,16,21.442259196149287,5.0727368247859985,1.0722176431601853,5.857105317413932,57,16,1:0.34:0.11,1290,14293.925059418272,7.380266514675064,76.08711476000349,3.370363826362065,4.495669398735636,2.6747314654178176
3890501,2021-12-10 11:03:00,IPA,Cans,HSR Layout,14,18.06218848105971,4.757161749235051,1.0457306963717574,5.88133435205822,26,6,1:0.46:0.11,1568,18969.418285608754,7.087219819853846,76.91854527286934,3.6480932235898846,4.115411695795587,3.227491528910147
5540245,2021-12-10 11:09:04,Ale,Bottles,Yelahanka,12,20.026960953896737,5.486773621976202,1.0327473981150572,5.946319898545211,31,9,1:0.46:0.28,2473,7465.383026106952,6.494587961279811,77.53104232172045,1.5750414622244975,4.137908330504471,3.3722180032559743
7118124,2021-12-10 15:24:15,Stout,Bottles,Koramangala,18,23.135593158199544,4.951845257146875,1.0651661458639288,4.952636536045643,42,18,1:0.37:0.26,986,11854.141184641729,8.993001243919805,71.87110172474915,3.4731529977855864,1.5000027266758975,4.305881131987068
4791772,2021-12-10 16:56:59,IPA,Kegs,Yelahanka,16,17.327015890445022,5.437792253881339,1.0747187116283743,5.822251669204379,29,14,1:0.32:0.20,536,9261.993139998101,8.850647210993472,86.833233978579,3.3770358928197264,3.856276623478831,4.235483820963695
9113928,2021-12-10 17:28:11,Pilsner,Cans,HSR Layout,11,22.388585733360905,5.253707275868268,1.0316086001717513,5.701349113938443,21,8,1:0.49:0.20,4996,7568.655484515394,8.343465560998965,72.26942819150638,1.0245560991608138,2.2895192174307057,2.978354006743742
6432551,2021-12-10 20:08:25,IPA,Pints,Jayanagar,11,19.918971915128243,5.494035904750551,1.0456375971914171,5.190013655023412,50,10,1:0.23:0.16,636,3898.4539646035255,7.799754733400628,70.87695183484068,4.6612441912514475,1.081667543322295,1.26866958112373
4877223,2021-12-11 01:20:22,Ale,Pints,Electronic City,12,24.57412083582478,5.315644505654731,1.0424066679402193,5.583072743496789,52,17,1:0.40:0.10,2759,14327.713599995504,9.990080759998012,88.80106706279474,3.6932217480835963,3.0278960257861196,1.6340436311120032
925708,2021-12-11 01:32:04,Lager,Cans,Electronic City,13,22.463206979293364,5.337208425568727,1.0576325657105097,5.82459090063282,41,14,1:0.21:0.22,3770,4064.268834067054,6.891725160376227,84.60541248477556,1.0033429171435229,2.972905911791369,2.722600857102122
7273303,2021-12-11 06:58:42,Sour,Kegs,Koramangala,12,21.227042598393897,5.202464737950508,1.0392435323435543,4.925321211228542,36,10,1:0.26:0.25,4553,5907.11558582409,9.901843508359272,85.4267357661949,1.1047906198165647,1.332947861637686,2.8673088882254594
9629145,2021-12-11 07:53:29,Pilsner,Bottles,Marathahalli,18,23.385369612334074,4.681739088293484,1.0665167269505325,4.674921082169979,59,18,1:0.39:0.10,3347,14792.660381500682,8.912364534655186,72.00926111300915,1.5479414859744351,3.9150491408051886,3.4919981405453835
1710127,2021-12-11 10:46:36,Wheat Beer,Pints,Rajajinagar,10,21.465287116715402,4.924197528170344,1.076200966549027,5.184308537433701,31,15,1:0.37:0.23,1084,9429.854968422891,6.184277785749929,83.62146488435936,3.0303922567792743,4.99536228036906,3.0313680963687544
8990334,2021-12-11 11:06:30,Sour,Cans,Marathahalli,15,22.93920482041086,4.566364500033519,1.0777436137796865,4.67513031870042,50,13,1:0.49:0.17,1713,15153.615300567122,9.138863879309959,79.08319255448954,2.0544999365564385,3.3096279547327754,1.5544485619236714
8487698,2021-12-11 19:34:35,Stout,Cans,Rajajinagar,15,18.001641232586895,4.742831503055059,1.071953092693932,5.818138922301049,45,15,1:0.42:0.21,1735,8876.259486985418,9.979890957742336,85.96418580345679,2.2086553171075987,4.531729922799391,1.3676742203004149
5788488,2021-12-11 21:09:36,Porter,Bottles,Malleswaram,19,20.326746915503744,5.443089749902268,1.034943580682073,4.837071504930658,53,6,1:0.29:0.14,3485,17329.906982138906,6.322815354577918,75.23331858402334,1.6537020398713218,4.226683348535085,3.0505195696363616
6931309,2021-12-11 21:54:36,Porter,Cans,Malleswaram,18,22.35231369352648,5.282182922046201,1.0513129112963855,5.7214305653977195,29,18,1:0.25:0.13,1451,19721.274782750686,8.286417023750387,81.34639300620944,1.1053998059785006,4.195566977318743,4.0908948748751435
6443881,2021-12-11 22:11:00,Pilsner,Bottles,Indiranagar,18,20.049374319915223,4.669239077657751,1.0566998193430648,4.855155709731577,46,8,1:0.49:0.26,2453,13014.868659558471,9.791563383683336,79.71702738169577,3.556650333540464,1.305450438003506,3.96415566870488
9583490,2021-12-11 22:56:51,IPA,Kegs,Yelahanka,10,16.898166792631198,4.575931731378052,1.052845181566132,4.9616028721866945,26,8,1:0.41:0.14,1843,11508.989236697136,9.19316159913622,84.54753504834437,3.0933555964866946,4.7139021064726325,1.1656641031141564
5231907,2021-12-12 05:52:45,Ale,Kegs,Electronic City,11,21.28269426938184,5.163632287248413,1.0643160035043318,5.7712003380124655,41,16,1:0.44:0.16,3290,6514.509464071173,7.213313594236777,84.42501818149871,2.872867892982264,2.466138024362875,3.3734368368112744
9014332,2021-12-12 08:41:32,IPA,Cans,Electronic City,10,21.22130959755009,5.235419211629531,1.0688100496626574,4.888988414706986,46,8,1:0.50:0.18,4696,5507.634361273914,7.47204164382703,73.53674289391301,3.2409331266980206,3.1471732302027875,2.1889539751658513
8930013,2021-12-12 10:38:54,Stout,Bottles,Electronic City,16,16.414472265455636,4.622316296064768,1.0553334624065185,5.393851021728288,48,8,1:0.32:0.13,1301,9600.47836603121,9.457751104810319,75.98573376082285,2.3423140901793396,4.9763548149866725,3.0116467730300056
1562645,2021-12-12 11:28:48,Lager,Kegs,Rajajinagar,14,21.407250512564158,4.677874437679299,1.0571059064151387,5.833729306625674,33,5,1:0.44:0.16,886,17427.553520495374,6.760375541006235,88.32616024258793,3.092727428366672,2.332911985032872,4.800462166065293
7474463,2021-12-12 20:24:50,Porter,Pints,Malleswaram,15,21.984703445436704,5.0648051787081805,1.0368336372454738,5.818659554221036,47,11,1:0.33:0.13,3929,14786.869729489581,9.63245241232951,84.19683748606184,3.523705831557259,4.037330986762972,1.0126106838002538
6315908,2021-12-13 02:41:47,Sour,Kegs,Koramangala,10,18.787104766470986,5.003754981113371,1.0673990499931532,5.793804122673244,33,9,1:0.30:0.21,4612,2842.281846891412,8.882507877353213,80.93083255675626,4.557051164159429,1.5463712129164056,3.351620377524308
8644411,2021-12-13 03:17:18,Stout,Cans,Jayanagar,13,16.413853774007315,5.262741072388162,1.0710491017733115,4.713923645438722,39,10,1:0.45:0.17,2416,11785.690265069277,6.170541639561192,76.96137186495824,2.3977942437959165,2.8265927169743343,1.0311543733008985
9249958,2021-12-13 08:01:28,Sour,Bottles,Malleswaram,17,16.47070753758389,4.853762144246876,1.0753235767821923,5.581781144012869,50,9,1:0.25:0.26,3114,17399.707806527284,9.709662334372108,74.28433840010413,4.951823208992254,1.0749483782253995,2.3979171357022895
4455496,2021-12-13 09:02:37,Stout,Kegs,Malleswaram,14,17.78946430638266,4.861487780332338,1.041652189338128,4.968692769685606,42,13,1:0.48:0.19,4736,15217.592260841748,7.7074247211993425,71.69142415372608,1.5092435943087898,3.3079085990574604,3.9287476887256236
4365808,2021-12-13 15:49:06,Pilsner,Kegs,Whitefield,13,15.771727534643796,5.239025730309766,1.0351934075524387,5.907133558105024,37,16,1:0.43:0.27,1456,11828.676592881242,6.762651149276791,73.75049299500444,2.645270404518646,4.625450064501124,3.9925024660327524
5645307,2021-12-14 01:33:00,Lager,Bottles,Whitefield,17,18.09809367580657,4.529116173663905,1.0476672189879648,5.000136975474075,59,10,1:0.36:0.11,3511,16187.050375773435,8.65260712686419,80.160335473693,2.543038586568166,1.3953166657006664,4.325304293191668
9072926,2021-12-14 02:15:53,Ale,Kegs,Yelahanka,15,22.515577152913618,4.549855674431522,1.0461721673652418,5.079924105496674,22,14,1:0.23:0.15,4137,8900.78350180246,9.286923903415005,71.10141674611717,4.594647851981279,1.8279661872653725,2.891974924239815
4560927,2021-12-14 02:27:06,Pilsner,Bottles,Electronic City,15,21.78966351851453,4.719277240234414,1.073068740842046,5.127481233460426,24,15,1:0.45:0.27,1679,7770.7461347885555,8.303401356392678,82.07417361706159,3.963870337562725,2.338305698532132,3.3659086506837754
3837664,2021-12-14 07:22:42,Pilsner,Cans,HSR Layout,17,19.816742462957915,4.94611909715064,1.0689936740445676,5.84982941715713,22,8,1:0.49:0.13,1364,11386.508122898613,6.442902344864044,86.72351626282322,3.9775362730131945,2.6667494197847454,1.0129852716828154
4185821,2021-12-14 12:42:24,Lager,Bottles,Whitefield,10,21.138451495760272,5.029254705239791,1.0351875658273075,5.481619677586984,49,15,1:0.48:0.23,906,6870.0408504883535,6.956605242502407,72.45844048753192,1.4242372050978598,2.1558236969577607,1.6104981710150086
220425,2021-12-14 13:45:11,Stout,Kegs,Koramangala,11,21.137269769403932,5.131641455261741,1.0696022871421365,5.59844230587394,38,13,1:0.44:0.27,2825,10620.40949071149,7.14919582764707,79.64795636403755,3.3305226015761114,2.513628511732189,1.5610545896591859
2048887,2021-12-14 17:49:27,Stout,Bottles,Jayanagar,15,18.562889026194014,5.25726067949981,1.0334888690107686,5.560518047936338,51,7,1:0.30:0.23,4863,5803.715849320359,6.448728362877295,76.74461504730819,1.6662984876321092,1.060002060279433,2.68096500188495
3770951,2021-12-14 19:48:16,Lager,Kegs,Yelahanka,16,24.22696603589484,4.768087492635154,1.0491578494387184,5.200417146698397,38,14,1:0.45:0.21,2674,11513.7246907536,9.967229175873328,82.5841204909181,4.292615929713101,4.863783524029868,1.8500107114101172
2282113,2021-12-14 21:57:16,Ale,Cans,Rajajinagar,14,21.75753322377654,4.627915698997037,1.062624376036996,4.841922720417815,29,9,1:0.32:0.26,3842,7181.05116159408,8.350435351955355,88.20691659797072,2.4197974811180205,3.3966136618421143,3.592276853950979
9743969,2021-12-14 23:56:58,IPA,Cans,Koramangala,14,24.610007890505884,4.696982460311181,1.0517956821315322,5.127924207185128,27,15,1:0.30:0.29,3099,1154.5817789709465,8.12040859153299,82.09118294486794,1.4563016533075328,4.673651942835076,2.156398083464773
9590441,2021-12-15 00:24:14,Porter,Bottles,Whitefield,19,17.057065881570004,5.060259564430875,1.0737067111948186,5.299657881044699,24,11,1:0.49:0.15,2519,14851.11221148746,9.59571200182614,80.82900051328566,2.256910058796663,4.364847675372812,4.728738001995291
3639508,2021-12-15 10:41:24,Porter,Kegs,HSR Layout,13,17.569963873984683,5.018676459571013,1.03981167989312,5.950662999432233,54,6,1:0.23:0.17,754,14459.883675450903,8.728944857719243,75.04050806774552,2.2371481539690024,3.479228552693307,2.853391526803204
7751053,2021-12-15 18:31:42,Ale,Bottles,Whitefield,12,15.24918846834112,5.154502132377827,1.05918079421482,4.5784503054796435,32,16,1:0.35:0.14,1245,8005.228660720717,6.1080455487375565,79.31071788767605,2.7809858815558255,4.40389996676808,4.459596014687682
1318953,2021-12-16 03:41:21,IPA,Bottles,Whitefield,10,19.225847296414997,5.250355462029653,1.0399710222334746,5.9104800127442205,29,7,1:0.31:0.20,1300,14033.861841120248,8.593640756468037,70.50687443180571,3.843776183736163,4.998431239973127,4.768942608033008
6861919,2021-12-16 06:38:00,Lager,Bottles,Electronic City,13,22.868268246563964,5.467150963880798,1.0334931295115928,4.716997957509961,33,16,1:0.50:0.15,3652,3107.769748334564,8.102243189186245,75.62480100778255,4.7671195566657865,4.071713515454619,2.4171311611911483
6906087,2021-12-16 07:59:31,Porter,Cans,Indiranagar,14,16.56231253398219,5.155736665985795,1.0515973155118232,4.634689311338331,53,11,1:0.33:0.26,3123,13960.567937452843,6.314242173227395,74.69246889507052,1.3186182561920274,3.3739279373969318,4.255748261432112
7301728,2021-12-16 08:26:24,Stout,Pints,Yelahanka,10,16.21607163382822,5.32417793690668,1.0710410772669605,5.179277802844545,57,17,1:0.44:0.19,2194,19522.76448367558,9.054125681834172,81.1894405204463,1.3013403039490448,1.2744335300681087,1.003028731485336
7881507,2021-12-17 01:37:23,Wheat Beer,Kegs,Yelahanka,13,15.524811610940924,4.660978820628567,1.0468020289297595,5.894398352476597,57,10,1:0.30:0.18,1294,19162.068200383725,8.029659216135016,81.8173801281089,1.36652283388801,2.8003869582689105,4.495591795024843
8959569,2021-12-17 05:59:22,Porter,Kegs,Marathahalli,13,17.994893008260657,4.53275030116112,1.06130247800777,4.85068652946422,25,15,1:0.31:0.14,3574,10461.343408925834,7.094266312159178,75.0546387612171,4.684954115097945,2.0983088901675884,3.76204428729594
1705868,2021-12-17 06:47:44,Sour,Bottles,Whitefield,19,21.96706003390033,5.282436334786291,1.0335733012165955,5.503391000061143,35,12,1:0.44:0.15,4061,10939.000630641762,9.603190963499802,87.02559369544065,3.939314427895731,4.439798846904452,3.939666451704887
4139072,2021-12-17 10:46:48,IPA,Kegs,Rajajinagar,15,16.09102341414786,4.65677223380992,1.077459910869151,5.448211870272286,28,17,1:0.24:0.25,4843,8241.110111665374,9.439076173019254,71.43470439033773,2.114812602822865,1.3868711056164025,2.4964193822182996
4911874,2021-12-17 16:55:51,Stout,Pints,Marathahalli,13,16.765753181911617,5.329128176191278,1.0727677925052586,4.983370249834981,41,19,1:0.32:0.10,3179,12696.627672923412,7.280924037352321,77.36694487903945,1.570568215111428,4.236389287232907,3.5215091662510796
3152605,2021-12-17 19:02:46,Porter,Cans,Marathahalli,16,19.401700060427167,4.638793957731756,1.0402172351498087,5.739606459771641,20,8,1:0.40:0.12,3838,12388.048441530997,6.91434537766686,89.60995991561532,3.5954554259972134,4.065397997105913,1.2900673200829886
6383612,2021-12-17 22:45:23,Pilsner,Kegs,Indiranagar,11,22.17800824239083,5.325701918474865,1.0414682329193148,5.247463438449804,58,7,1:0.24:0.27,3954,10293.144077893263,7.003944448594453,89.48229331991416,3.4129774710989262,2.5421727963684324,2.5279922253035725
7606227,2021-12-17 23:30:59,Pilsner,Kegs,Malleswaram,16,19.835787485278345,4.599812722600824,1.0684008961713327,5.964527728241248,48,14,1:0.37:0.19,2109,7865.035291049956,9.116421054142652,70.82267750444002,3.690332303702939,4.631792389549737,2.590764908554022
4783739,2021-12-18 04:13:30,Ale,Pints,Marathahalli,14,23.34917597524876,4.53127340551781,1.0304580250252966,5.471284089429439,59,7,1:0.25:0.28,4228,18327.611568486343,7.889412430209012,80.80676120707044,1.497764779987778,3.7740994235737344,2.732828373562592
3302414,2021-12-18 04:42:46,Wheat Beer,Kegs,Indiranagar,18,23.064293335042045,4.67191504694331,1.0636925224873213,4.904040680468395,46,5,1:0.24:0.16,4165,11955.851709433944,6.817377017710865,70.07735499200477,3.97240863635756,1.8260410941299159,3.0294680682698774
9944552,2021-12-18 09:59:33,Wheat Beer,Kegs,HSR Layout,10,18.68889365728935,5.320901281532065,1.0426004560499773,5.883128300344113,48,14,1:0.22:0.20,3496,16648.303174425768,6.694459408352149,86.03889513732224,2.6491240495956037,4.994647606393672,4.3291860371161395
137629,2021-12-18 11:09:21,Wheat Beer,Cans,Koramangala,16,17.23137548281288,5.190136962907501,1.0544298422264247,5.965949684372728,37,19,1:0.27:0.14,2899,6686.195274761581,8.229213897751883,77.02049032196255,2.2512907911280298,2.5348681817506655,4.542301077347731
7707266,2021-12-18 12:49:52,Pilsner,Cans,Koramangala,10,23.636132090208623,4.8498930033470495,1.0329271526943886,5.881823458528815,57,16,1:0.34:0.12,4006,11883.952369772564,7.831710377952825,74.78907386431484,2.682465880061902,4.0366626842671405,1.590202281282417
567490,2021-12-18 13:12:40,Ale,Pints,Rajajinagar,12,18.45956293019085,5.47399573546558,1.053593594787333,4.893169154898616,58,5,1:0.30:0.11,4470,12219.80955186345,9.944090677306978,84.66838062066633,2.156469121891225,1.921189415378095,1.9549629755510498
2570597,2021-12-18 15:24:59,IPA,Bottles,Yelahanka,12,18.48397035827658,4.596528383005498,1.0300189194364298,5.952000466281525,39,11,1:0.42:0.28,1205,2277.1828497100096,8.284565062723752,79.04180878513662,4.854097056044019,1.7204554521688404,1.9300515978401078
5480039,2021-12-18 16:50:03,Sour,Bottles,Indiranagar,14,20.56625054297256,5.152578240883895,1.0376367611375492,5.0398550982660755,28,8,1:0.30:0.16,706,9268.251642003966,6.9558382470952616,85.00653674331505,1.569177130138697,4.565628230491917,1.8306909099091175
1544317,2021-12-18 16:53:59,Wheat Beer,Cans,Yelahanka,12,23.016762868204957,4.509259085165035,1.0618505310001005,5.498135057758805,48,12,1:0.28:0.24,4756,2516.437575426894,7.215350375032212,70.41949353904963,1.1189046917510552,4.530025653695308,4.744737183330891
3778895,2021-12-18 19:03:42,Sour,Kegs,Rajajinagar,10,16.188940039795064,5.338466544429029,1.0490541693385158,4.849818839640487,26,15,1:0.37:0.24,4049,17854.65869930578,7.407460887532585,80.93581539436093,2.307917846348383,2.9185552578502505,1.6316708489770284
7235241,2021-12-18 21:42:52,Sour,Pints,Malleswaram,11,19.13246688789117,5.001510318567797,1.0657712827174324,5.42261729387685,23,9,1:0.30:0.15,4005,19551.280115630452,7.593261371715791,84.50674685554243,4.762280892296156,4.814772156374391,2.878517890863233
9957723,2021-12-19 04:15:00,Sour,Kegs,Marathahalli,12,20.005311541744177,4.567346833280263,1.0789512389886062,5.69559077418166,42,15,1:0.28:0.22,988,9253.889759742518,7.095000222093772,73.97559278049664,3.697881216436017,2.039104094815457,1.6906324303204783
5528952,2021-12-19 04:37:44,Wheat Beer,Kegs,Indiranagar,19,19.549993195159843,4.842632819948172,1.0710620760963616,5.251011320476552,30,11,1:0.45:0.22,3253,1869.0924507029447,8.84521075238585,81.5444281552777,2.1826461739484544,3.6351072838908722,2.42012781739923
8494690,2021-12-19 05:59:07,Porter,Kegs,Indiranagar,13,24.70047791490175,4.977291907843019,1.0559135997170157,5.781868922465748,56,16,1:0.22:0.23,4149,11242.734889382225,6.20637622387933,73.17632542662132,1.0584892694353494,3.209344138755779,1.6025625282522893
4223035,2021-12-19 08:07:16,Ale,Cans,Yelahanka,14,17.200068145236592,5.338744283176387,1.0785811562751488,5.45053230454635,40,10,1:0.32:0.27,4728,17643.514078032484,9.581283029181924,72.19456344013714,4.470088888989548,2.390364451558191,1.7879296710309203
6348817,2021-12-19 09:04:56,Ale,Cans,Rajajinagar,13,17.07490161107229,4.630304668282126,1.0443356749537722,5.013988000931896,20,10,1:0.50:0.12,1284,12403.085472198029,9.323693502168652,84.18227882803126,1.8309485091672473,3.492609587467727,2.5323987573560616
4490115,2021-12-20 01:23:50,Lager,Cans,Malleswaram,13,23.780105722490656,4.984815303677506,1.066397219102936,4.506820351710029,29,15,1:0.42:0.18,1813,7002.063885077679,7.178561423861909,76.10272150900337,3.2632752752571776,2.682400076015475,2.8459692255081688
620562,2021-12-20 12:16:23,Sour,Pints,Rajajinagar,18,21.55474048677563,4.644689594027538,1.0666560177652868,5.691714049706289,28,8,1:0.30:0.23,3259,16429.538556374333,7.555528261016516,72.21068577416472,3.311555122276218,4.5058836020035775,4.822552582861453
1112660,2021-12-20 12:18:11,IPA,Cans,Whitefield,19,21.522066133899273,5.05268874925856,1.0737935747184533,5.524455843868086,45,13,1:0.28:0.18,4047,4745.5792374198745,7.0298448193790755,80.5571981652636,3.345917719059748,1.0297573741449955,1.7261833950849481
402429,2021-12-20 12:44:37,Sour,Pints,Malleswaram,15,16.453537291000835,5.261673347167262,1.0518562344827986,4.82626930498639,34,13,1:0.46:0.27,3049,19572.8662587617,6.491487324391054,76.04931794309701,4.6324076631047095,1.2603209592728373,1.9304734047597836
6965554,2021-12-20 13:42:54,Wheat Beer,Cans,Malleswaram,13,19.373161464799885,5.124650849526637,1.0580794347603861,5.241297227494039,27,11,1:0.41:0.20,1837,8344.690860349787,9.729719555563571,86.71338257668668,4.166847304555036,2.7190957354857694,4.593445630967551
4284998,2021-12-20 13:56:08,Stout,Pints,Marathahalli,17,19.10945992670385,5.333845891250467,1.0606282434409142,5.764133421493909,57,18,1:0.39:0.16,781,11457.701192598704,8.60776085133192,89.25579724603759,4.603728964397368,3.1458006344253904,2.8469325602007673
4136943,2021-12-20 13:57:04,Ale,Cans,Rajajinagar,10,18.398936714829613,4.608867379729974,1.0477368486475602,4.618471804955859,55,10,1:0.27:0.23,819,12703.667124730711,7.948754144341656,73.85391356259628,2.374918104964284,2.83214896227028,1.7970459551773614
4359788,2021-12-20 16:08:51,Sour,Cans,Rajajinagar,17,16.280973935340505,4.5967653161279705,1.0396935761782715,5.955772785030834,47,12,1:0.24:0.12,3619,19926.953691968767,7.696854157593412,77.35079929324125,2.9856463158320987,4.530413459907777,3.832821569238383
5498082,2021-12-20 18:34:23,IPA,Kegs,Malleswaram,18,20.68181986590635,5.112833557519431,1.0508831460176116,5.517583310587359,41,6,1:0.42:0.15,939,1808.2676064345742,9.838379135318377,86.01831766692962,4.024222722746499,3.2470716283313306,3.2636601539626113
2631136,2021-12-20 18:35:08,Ale,Kegs,HSR Layout,10,17.130883876018284,5.2361458754414425,1.0621368610893205,4.820328822014899,34,12,1:0.30:0.22,4367,12649.35454018712,9.767203472116746,72.42465034594855,4.213694492745198,4.750569807106004,4.223157507798447
6690686,2021-12-20 21:53:43,Sour,Kegs,Electronic City,12,20.97764606845255,4.554876205031792,1.0337313031953042,5.186971110079564,55,10,1:0.31:0.29,1608,1837.0402076880969,8.3008990053475,70.68386314262843,2.854500856807396,4.237367781845292,3.568491362619215
7451756,2021-12-21 01:33:01,Sour,Pints,Jayanagar,10,18.54590293933019,5.212706308612097,1.0738285285288456,5.937593915606458,40,8,1:0.24:0.20,1506,14210.282559198507,8.72046495781633,82.81427972662293,1.4480780680152643,4.532916123332514,4.859559679535538
7612964,2021-12-21 06:43:21,Wheat Beer,Kegs,Rajajinagar,19,22.610594128796905,4.65598867518461,1.0617649104571867,4.696308187400659,25,16,1:0.38:0.26,3466,18520.299786764685,6.54287585224812,89.39905184718742,4.714524760710453,4.771038760305735,3.44214252842092
3780762,2021-12-21 08:49:39,Ale,Cans,Malleswaram,19,20.26816948831368,4.8734399530818,1.0600563531508391,5.839871358100927,28,6,1:0.47:0.22,4340,11735.209013833697,6.843177860488371,75.03659481941982,2.191518699431237,3.9283760666959173,3.3413295609613503
1885642,2021-12-21 10:38:14,Lager,Kegs,Indiranagar,16,21.45254807606747,4.655480412525514,1.0758706437343102,4.793035701287182,39,8,1:0.34:0.12,3361,17139.359434616345,9.384270343632256,76.31133435359459,4.478950317386132,2.4389193172346677,3.541653200070304
845513,2021-12-21 10:42:32,Sour,Pints,HSR Layout,11,21.870148858608985,5.217599326790027,1.039836985854095,4.636639512478792,38,11,1:0.37:0.20,945,2114.6148621307348,8.56820665626196,79.05489937842063,3.0247188487678227,4.829737728362392,2.1976107955978343
8356080,2021-12-21 13:04:00,Wheat Beer,Cans,Indiranagar,12,24.07772172441277,5.369461295183629,1.0334922437681742,5.695480929578615,20,8,1:0.47:0.16,2039,6932.315188226473,6.4445712505147705,85.21640854369187,2.368317523178904,1.946375147488721,4.058534615862097
5999253,2021-12-21 14:53:19,Sour,Cans,Rajajinagar,18,15.507758128297791,5.221443194669135,1.0668484423952276,4.889730541847518,44,12,1:0.36:0.26,3661,7085.805712176168,9.821681204579177,89.71512253393429,3.7296018685710677,2.3562356233509933,2.3843776466815254
6451721,2021-12-21 23:22:27,Wheat Beer,Cans,Electronic City,16,16.29459172590564,4.824788599267044,1.0498856759790496,4.592255806417285,22,5,1:0.44:0.16,4171,10656.199901256625,7.9796134941773875,72.42435790859895,2.580392745159907,3.712362626281328,1.7863797215834238
2953499,2021-12-22 10:09:56,Porter,Cans,Electronic City,18,23.34009805648146,4.726710472814346,1.0508855388199114,4.905368062997429,35,17,1:0.36:0.11,3252,3296.527518597513,7.170660919529711,83.84626711198182,4.574782350564939,3.529850892018453,2.9012533987716664
1846362,2021-12-22 12:08:24,Sour,Bottles,Rajajinagar,10,20.167304349027027,5.444449079185503,1.0314647656492786,4.70300727874145,30,7,1:0.43:0.17,3354,12815.169860670174,7.524516798846097,86.85294472509725,4.505583345683865,1.1845524727059842,4.689716781756571
5340773,2021-12-22 14:50:18,Ale,Kegs,Whitefield,10,15.067354420221507,4.913509719348072,1.05135947565196,4.74210189973438,38,11,1:0.40:0.23,2648,7587.8705312202,9.27791398979083,77.08994384011604,3.8179566372501665,1.9977543152563033,3.3904715444757394
7289949,2021-12-22 15:40:24,Wheat Beer,Pints,Whitefield,19,24.003855825393572,5.48828988959007,1.0420929526212483,4.966264727584156,34,16,1:0.40:0.12,4142,4646.182110747929,8.201666821852772,85.91790689752948,3.2917832269967846,4.899624808534687,2.1211790136295963
8979118,2021-12-22 17:12:00,Pilsner,Bottles,Electronic City,14,17.443403625443842,5.2071307891009715,1.0605507743895861,5.437902262258009,38,19,1:0.26:0.12,3354,10777.995663700753,8.550609960674404,71.40944601322978,1.199735349623257,2.5275720659364382,2.734596484796755
4307000,2021-12-22 19:02:13,Wheat Beer,Pints,Marathahalli,18,15.75452571522086,5.497307251797517,1.0598132480488553,5.419659981421908,22,11,1:0.39:0.25,1157,10058.893770153902,8.676530853794782,87.60516738345962,2.7022018428053522,1.827850072519209,2.5009619671031684
7794923,2021-12-23 16:36:14,IPA,Bottles,Rajajinagar,14,20.144951819879694,4.77613014796301,1.0510405576907886,5.878914681351538,55,5,1:0.30:0.28,1775,12940.768730034362,9.37512400376611,84.12046266242746,4.956679781714556,3.260926632577503,4.497352420658143
4219754,2021-12-23 19:09:00,Pilsner,Pints,Electronic City,15,20.92451939572763,4.950322042987484,1.0408232296851323,4.842660345806155,25,18,1:0.41:0.24,4363,13935.494499973189,6.525943062780968,82.75570803727588,1.7289189861929253,1.9929447451038156,3.2102118834179567
